customer_id,trans_date,tran_amount
CS3146,2012-02-10,52
CS1503,2014-11-01,47
CS5570,2011-07-14,89
CS5016,2014-11-02,83
CS4442,2013-03-05,46
CS3566,2014-02-14,100
CS1687,2011-06-12,69
CS1380,2015-01-07,87
CS1273,2011-12-31,71
CS4287,2013-05-29,91
CS5366,2014-10-06,41
CS2292,2013-08-11,103
CS2333,2013-12-17,66
CS4681,2012-09-13,45
CS2133,2014-06-26,66
CS2507,2014-02-17,88
CS5854,2015-03-12,66
CS3978,2013-12-19,47
CS5222,2011-08-12,93
CS3606,2014-10-30,89
CS2578,2011-07-04,59
CS5737,2013-08-08,69
CS1983,2013-02-20,56
CS2845,2014-10-04,52
CS2231,2013-07-04,80
CS5318,2014-11-15,70
CS5365,2011-08-26,65
CS1283,2013-06-04,64
CS2790,2011-06-29,74
CS2661,2011-09-10,47
CS4440,2011-09-23,52
CS2680,2012-01-05,39
CS4976,2012-09-01,84
CS2336,2013-08-05,100
CS1529,2014-07-06,43
CS4927,2012-08-23,90
CS4464,2014-03-31,67
CS3484,2012-06-28,71
CS1903,2015-01-14,63
CS2086,2013-06-14,88
CS4802,2013-12-26,89
CS1774,2012-03-06,43
CS4779,2012-06-09,103
CS5323,2013-09-26,105
CS2639,2014-12-29,81
CS3580,2013-04-29,90
CS2340,2014-05-04,85
CS5556,2014-06-22,61
CS4352,2015-02-21,77
CS6058,2011-12-05,100
CS5226,2013-05-17,71
CS1891,2013-07-23,43
CS2193,2014-05-25,47
CS2621,2013-05-20,92
CS4908,2013-12-24,72
CS4214,2012-11-24,79
CS2179,2012-04-05,84
CS3621,2014-01-17,87
CS1403,2014-01-23,68
CS3970,2013-09-17,62
CS5529,2014-05-29,104
CS1514,2014-09-12,98
CS1768,2011-05-24,88
CS1275,2012-09-26,95
CS2421,2011-10-27,78
CS1374,2013-09-29,42
CS1654,2011-09-05,65
CS2486,2014-12-29,62
CS1954,2012-04-30,96
CS4058,2014-08-03,73
CS5047,2011-08-18,76
CS2873,2013-09-18,102
CS3799,2012-09-23,105
CS5106,2013-11-17,103
CS2288,2012-09-19,40
CS2254,2012-08-31,51
CS1262,2012-08-07,64
CS1118,2014-10-13,93
CS5837,2013-10-05,83
CS4048,2014-08-23,87
CS5474,2013-12-28,78
CS3013,2013-01-24,48
CS2956,2013-11-05,48
CS3439,2012-10-27,48
CS5151,2012-11-05,98
CS3237,2013-07-31,79
CS3757,2011-12-24,91
CS2292,2011-10-24,80
CS3617,2012-09-04,84
CS2761,2013-11-14,64
CS5775,2014-07-04,36
CS4002,2011-11-02,105
CS2102,2012-04-17,58
CS2115,2011-07-10,86
CS1946,2014-06-15,78
CS5007,2013-12-21,39
CS3876,2012-05-08,71
CS4792,2011-12-05,74
CS5147,2013-12-22,37
CS6084,2011-10-18,99
CS4412,2014-06-30,39
CS5990,2012-10-26,104
CS4755,2013-03-30,99
CS2031,2013-03-10,102
CS2949,2013-01-23,87
CS3783,2012-07-24,94
CS5170,2013-08-18,36
CS2837,2013-11-26,103
CS5659,2012-07-29,61
CS2338,2014-09-05,45
CS6012,2012-08-06,77
CS2761,2013-06-12,37
CS2368,2014-10-05,56
CS5405,2011-06-26,48
CS2054,2012-06-17,95
CS4325,2011-12-24,46
CS2186,2012-02-18,94
CS2527,2012-07-08,96
CS5637,2011-06-04,63
CS5473,2014-02-10,38
CS3300,2012-01-17,85
CS4137,2014-09-24,71
CS5302,2013-01-29,93
CS2949,2011-11-09,90
CS5732,2012-01-14,77
CS1288,2012-07-02,92
CS1260,2013-12-22,99
CS5269,2014-04-14,96
CS3041,2014-03-17,44
CS4394,2011-10-22,54
CS6083,2011-07-27,52
CS2591,2012-01-22,56
CS5408,2014-07-18,85
CS4568,2013-06-27,77
CS5207,2011-08-14,85
CS1921,2014-02-07,73
CS4598,2012-04-18,42
CS5237,2012-12-30,98
CS5929,2013-06-02,74
CS4810,2011-11-10,59
CS2733,2013-03-11,54
CS3842,2013-10-29,53
CS4579,2015-01-13,55
CS1155,2014-11-10,67
CS4045,2015-01-15,60
CS3229,2013-06-09,73
CS2487,2014-01-19,46
CS2087,2011-10-14,77
CS1982,2011-08-16,45
CS4104,2014-11-28,105
CS1351,2012-03-10,92
CS5536,2015-02-11,87
CS4758,2014-01-31,42
CS5154,2012-03-23,72
CS2461,2013-10-20,65
CS5269,2014-05-10,43
CS1866,2011-12-02,100
CS3579,2011-11-26,80
CS1394,2011-08-03,79
CS1155,2013-09-28,48
CS2453,2011-09-02,102
CS3585,2012-06-13,61
CS6086,2014-09-03,81
CS3802,2014-09-03,58
CS2808,2014-03-26,35
CS2072,2015-03-09,64
CS5260,2014-04-17,86
CS1619,2014-11-06,43
CS2938,2012-11-17,81
CS5097,2015-01-18,62
CS1133,2014-02-17,90
CS4844,2013-02-26,67
CS4486,2014-07-14,94
CS2146,2011-08-28,61
CS3712,2012-08-13,64
CS2094,2012-12-26,83
CS4340,2014-04-20,60
CS3187,2012-03-14,49
CS4917,2012-10-18,102
CS5131,2012-06-05,39
CS4049,2011-06-16,49
CS2451,2013-03-14,87
CS4734,2012-07-13,78
CS5617,2014-08-05,60
CS1115,2013-10-17,70
CS3451,2011-10-05,42
CS3345,2012-04-24,89
CS4973,2012-01-02,91
CS5792,2011-08-05,52
CS4741,2015-01-31,98
CS4181,2014-04-29,42
CS6027,2014-06-13,79
CS1781,2013-06-27,38
CS1378,2012-02-21,39
CS4961,2014-02-17,39
CS5791,2014-01-20,70
CS5361,2011-06-02,44
CS3805,2011-05-30,101
CS1171,2011-09-22,98
CS2658,2013-10-01,62
CS4413,2015-01-18,70
CS4340,2012-10-15,43
CS3136,2013-07-28,51
CS5708,2013-09-01,36
CS2687,2012-11-23,72
CS5546,2014-09-02,83
CS5665,2013-12-17,45
CS2534,2011-10-04,60
CS4849,2012-02-20,93
CS3098,2012-11-01,58
CS1436,2013-05-19,43
CS1910,2012-02-21,87
CS2622,2012-02-13,105
CS4117,2012-06-04,51
CS4887,2013-07-07,49
CS6064,2012-04-09,93
CS5593,2014-06-10,49
CS2430,2015-01-16,77
CS2055,2013-01-28,48
CS5241,2011-12-14,45
CS5880,2013-07-06,88
CS2305,2012-02-29,36
CS2553,2012-04-10,68
CS5241,2014-04-30,80
CS5374,2013-09-22,65
CS2666,2013-10-20,105
CS2015,2013-02-02,40
CS5363,2014-02-14,103
CS1588,2012-02-11,46
CS4759,2013-01-15,98
CS2349,2014-06-30,80
CS2102,2014-07-02,73
CS3143,2014-09-15,44
CS5475,2015-01-06,92
CS6106,2013-07-30,66
CS3219,2012-02-16,90
CS4888,2012-07-18,88
CS5237,2012-08-07,54
CS6051,2014-03-03,95
CS1633,2011-08-23,41
CS6093,2013-07-24,69
CS3569,2014-08-15,74
CS5544,2013-08-23,38
CS4561,2014-03-04,102
CS4356,2013-12-31,56
CS5557,2012-06-02,38
CS2284,2014-12-01,95
CS3635,2013-04-19,53
CS1181,2013-06-04,41
CS1770,2012-01-11,86
CS2048,2014-06-29,55
CS3637,2014-02-22,76
CS3297,2014-02-12,62
CS4941,2011-05-27,49
CS3833,2014-06-06,102
CS1624,2012-11-21,54
CS3949,2014-05-07,45
CS5105,2014-08-28,66
CS5522,2013-09-30,94
CS3685,2013-12-26,83
CS1199,2011-06-28,47
CS5466,2012-08-16,99
CS5331,2014-01-06,99
CS5465,2014-07-02,58
CS5684,2012-07-18,89
CS5877,2014-04-05,39
CS3047,2015-01-04,84
CS1896,2011-07-06,49
CS1263,2013-11-15,86
CS3873,2011-10-24,84
CS5636,2012-05-13,36
CS5853,2012-03-19,100
CS3585,2012-07-04,71
CS4380,2011-11-23,69
CS5656,2012-12-21,64
CS4711,2012-08-01,65
CS1710,2014-06-24,42
CS2462,2013-11-08,64
CS3886,2014-05-07,92
CS2553,2011-07-07,61
CS3024,2012-02-29,55
CS3028,2011-09-18,101
CS4978,2011-08-03,55
CS2032,2012-12-29,63
CS1558,2012-06-09,79
CS2553,2014-04-11,76
CS5046,2011-06-25,86
CS3401,2012-07-12,74
CS1301,2014-04-19,39
CS6092,2014-08-03,94
CS2502,2013-12-02,96
CS2351,2013-02-09,103
CS1280,2012-01-30,35
CS5093,2012-06-28,93
CS3436,2012-05-04,100
CS5032,2011-06-16,74
CS3566,2013-04-23,105
CS3547,2012-02-18,83
CS5214,2011-06-19,69
CS1210,2012-07-17,93
CS4282,2012-01-12,54
CS3706,2014-10-22,57
CS4746,2012-07-22,57
CS5065,2011-07-18,51
CS3468,2013-02-09,50
CS3345,2011-10-29,105
CS3084,2013-06-14,92
CS5232,2014-08-27,97
CS3437,2014-07-10,83
CS4362,2011-11-11,85
CS5531,2012-08-08,62
CS4934,2013-10-21,103
CS5289,2011-06-10,64
CS3422,2012-11-21,51
CS2412,2014-05-29,77
CS4065,2013-08-05,79
CS3144,2015-01-19,75
CS4879,2012-08-10,96
CS3367,2011-08-01,51
CS3812,2012-11-25,95
CS3961,2013-11-22,71
CS2407,2013-07-30,64
CS5219,2013-02-16,100
CS5073,2012-01-27,63
CS4326,2013-03-17,74
CS2402,2013-01-18,93
CS3189,2012-05-25,73
CS4181,2015-01-03,72
CS5874,2013-04-06,39
CS5081,2011-09-23,36
CS1449,2014-01-10,96
CS6045,2011-06-15,64
CS1147,2014-04-17,63
CS1556,2014-01-16,85
CS1804,2012-06-15,61
CS3046,2014-02-16,76
CS2635,2013-03-26,60
CS4104,2013-01-16,40
CS2557,2013-08-12,59
CS1658,2014-06-21,88
CS1416,2013-08-24,57
CS5218,2012-08-15,96
CS4608,2013-01-28,48
CS3769,2011-07-26,84
CS5411,2012-07-31,60
CS6053,2013-06-10,79
CS1796,2011-07-17,58
CS2662,2011-08-28,59
CS1757,2012-10-25,85
CS3167,2013-03-05,103
CS5367,2014-08-24,78
CS1942,2014-04-07,90
CS1287,2012-03-29,99
CS3704,2013-01-27,48
CS5175,2014-06-16,70
CS2058,2013-12-22,95
CS4046,2011-08-19,78
CS2698,2014-02-16,41
CS5772,2011-07-17,82
CS6093,2014-05-14,95
CS2792,2011-12-03,103
CS3322,2014-05-25,70
CS2063,2014-03-13,61
CS1834,2013-11-04,48
CS5232,2012-09-01,75
CS3886,2013-12-19,92
CS5263,2011-08-10,43
CS3873,2015-02-07,55
CS4713,2012-10-04,96
CS3918,2013-01-14,73
CS5351,2012-12-09,65
CS3625,2012-08-27,47
CS4328,2012-06-20,104
CS4552,2013-05-26,91
CS1160,2012-04-18,88
CS2576,2012-10-18,98
CS2638,2012-02-04,97
CS1859,2014-12-11,79
CS5268,2013-05-10,53
CS1732,2012-07-23,45
CS3606,2012-06-04,54
CS5361,2012-07-02,69
CS4640,2014-04-11,91
CS4978,2014-01-03,67
CS3414,2014-09-12,69
CS2783,2014-11-22,79
CS5452,2011-08-27,49
CS5691,2012-08-27,78
CS2706,2012-09-17,61
CS2731,2014-08-21,105
CS1702,2014-02-04,57
CS4050,2011-10-17,66
CS1329,2012-10-23,87
CS1356,2013-05-29,39
CS2048,2014-08-08,74
CS3113,2014-11-18,92
CS5556,2011-12-24,80
CS5695,2011-09-18,42
CS3722,2012-12-18,94
CS5171,2011-07-09,50
CS5518,2013-12-16,90
CS5702,2012-06-15,62
CS1298,2013-09-20,98
CS2140,2012-03-07,99
CS5438,2011-12-01,88
CS3011,2013-10-29,46
CS5851,2012-05-29,85
CS5205,2013-02-08,69
CS3440,2013-11-06,60
CS2650,2013-02-12,105
CS5464,2013-12-31,62
CS2285,2015-01-16,96
CS5973,2013-06-01,67
CS2228,2014-11-06,38
CS4070,2011-11-23,40
CS2762,2012-05-12,93
CS2191,2014-06-01,88
CS2657,2013-09-03,72
CS5200,2013-03-25,69
CS5651,2011-10-24,66
CS2896,2012-03-09,103
CS2168,2012-04-03,43
CS3110,2011-10-21,63
CS1975,2014-01-05,46
CS5553,2014-04-24,64
CS3047,2013-03-10,72
CS5448,2014-11-16,60
CS5421,2011-06-15,43
CS3599,2013-07-27,46
CS2580,2012-11-11,59
CS4731,2012-09-24,71
CS3476,2011-08-02,61
CS3315,2012-04-18,69
CS2626,2013-04-12,81
CS3392,2014-08-16,36
CS1649,2011-09-17,35
CS5767,2013-10-18,92
CS1164,2012-07-20,54
CS5424,2012-10-17,79
CS4663,2012-03-24,37
CS2468,2012-11-04,70
CS2762,2014-06-15,78
CS3955,2014-07-20,40
CS5294,2014-06-02,57
CS3142,2011-06-11,53
CS3514,2014-08-09,82
CS3639,2015-03-02,78
CS4993,2014-04-17,103
CS4315,2011-11-14,84
CS3217,2014-04-16,91
CS5529,2014-12-01,39
CS5232,2013-10-06,86
CS5772,2013-07-07,42
CS4764,2011-06-15,77
CS3621,2012-06-22,59
CS3812,2014-06-01,55
CS3707,2014-09-01,41
CS1610,2013-12-16,92
CS6021,2011-07-15,74
CS1330,2013-07-25,89
CS3327,2012-06-01,43
CS4341,2013-11-06,90
CS2021,2013-04-11,79
CS1964,2011-09-23,52
CS1746,2012-10-09,71
CS4841,2011-07-26,82
CS4964,2012-12-15,45
CS2663,2015-01-06,35
CS5526,2012-12-23,85
CS1560,2011-09-05,56
CS2737,2015-02-16,59
CS2439,2014-12-17,50
CS1497,2013-04-11,94
CS1867,2012-09-26,40
CS5343,2013-11-17,103
CS2017,2012-01-15,46
CS2043,2012-03-19,46
CS1975,2012-02-18,70
CS2637,2011-10-14,69
CS4833,2013-10-01,58
CS2288,2015-01-16,100
CS3224,2012-04-05,89
CS4005,2013-04-07,45
CS4123,2014-03-19,43
CS4362,2014-06-03,66
CS2680,2012-04-02,37
CS4084,2013-10-02,91
CS3747,2012-09-28,71
CS3919,2011-08-25,45
CS1858,2012-11-15,75
CS4313,2013-12-13,101
CS3566,2013-10-05,61
CS3821,2014-08-28,53
CS3015,2014-08-06,69
CS1597,2015-01-09,84
CS4469,2012-07-21,91
CS1840,2012-05-15,50
CS1160,2012-06-21,63
CS4255,2014-10-28,103
CS3231,2011-12-21,45
CS1339,2013-02-03,63
CS3169,2012-06-09,105
CS2945,2012-12-31,105
CS4581,2011-09-08,90
CS5928,2012-12-10,69
CS4503,2013-07-20,65
CS3948,2014-06-17,83
CS2254,2012-10-27,56
CS1333,2012-01-11,77
CS1294,2014-02-19,61
CS2064,2012-11-30,73
CS4192,2012-12-13,89
CS6090,2014-12-13,90
CS2480,2011-07-02,97
CS4441,2011-12-14,43
CS3079,2012-08-06,44
CS2053,2014-08-17,93
CS6036,2015-02-21,104
CS4841,2015-03-15,63
CS5951,2011-06-03,45
CS3823,2012-10-18,89
CS5709,2011-07-26,73
CS1841,2014-10-31,45
CS3447,2011-05-27,91
CS2378,2012-03-15,85
CS5276,2015-01-09,99
CS2533,2014-10-04,49
CS4211,2011-07-19,52
CS2028,2012-05-21,46
CS5884,2012-10-09,91
CS1825,2014-06-17,62
CS1416,2013-07-23,85
CS5047,2012-07-10,87
CS2047,2013-11-04,37
CS5627,2011-10-13,100
CS4053,2012-12-03,35
CS2951,2012-10-13,84
CS1705,2012-06-04,89
CS1721,2013-04-15,90
CS4952,2013-01-12,60
CS5588,2012-09-25,60
CS2418,2012-09-21,67
CS5571,2013-08-10,45
CS4301,2014-09-20,87
CS4023,2014-05-04,54
CS5481,2011-10-12,56
CS4959,2013-10-21,74
CS5498,2014-12-06,66
CS1878,2011-10-30,51
CS4224,2012-12-19,69
CS2512,2013-03-08,45
CS5898,2014-09-04,103
CS5063,2014-08-23,54
CS1940,2014-07-07,71
CS4915,2014-10-22,71
CS1350,2014-03-18,80
CS1360,2015-02-02,75
CS4081,2014-07-23,100
CS4141,2014-11-14,52
CS5157,2012-01-17,60
CS1900,2011-10-20,87
CS1149,2014-01-29,93
CS5871,2014-07-31,92
CS1237,2013-12-27,52
CS5479,2014-09-16,44
CS2879,2013-05-04,73
CS1305,2014-01-15,81
CS4971,2013-01-14,103
CS5112,2014-11-13,44
CS4936,2013-12-22,71
CS3490,2013-12-07,82
CS4367,2011-11-25,78
CS1853,2015-01-11,41
CS2367,2014-06-27,37
CS3260,2015-01-17,105
CS3597,2013-09-25,69
CS4812,2013-10-12,93
CS3590,2014-05-31,56
CS4093,2013-07-04,49
CS4621,2014-06-27,84
CS5000,2011-06-20,50
CS4128,2011-10-09,45
CS2441,2011-06-21,101
CS5594,2014-07-23,83
CS5887,2012-12-05,87
CS3037,2013-05-26,67
CS3219,2012-05-18,52
CS1129,2012-10-12,55
CS2366,2014-03-18,59
CS4396,2011-10-03,54
CS4449,2013-07-27,91
CS2421,2012-07-18,63
CS1730,2012-07-29,77
CS3410,2013-03-11,93
CS1998,2012-11-28,84
CS4668,2011-07-21,77
CS3736,2014-06-15,71
CS2489,2014-02-11,39
CS5323,2012-05-25,71
CS2350,2014-03-19,96
CS1396,2014-01-25,102
CS1733,2012-01-28,58
CS5504,2012-03-01,98
CS1299,2013-09-17,59
CS3488,2012-12-04,39
CS4797,2014-04-12,72
CS2894,2014-03-12,76
CS5314,2012-08-02,81
CS4224,2013-02-22,65
CS4855,2012-01-11,98
CS2656,2014-03-03,80
CS5697,2013-12-11,104
CS3661,2011-12-05,68
CS5394,2012-08-26,102
CS4611,2014-08-23,44
CS1660,2013-07-16,43
CS1488,2011-09-07,42
CS5603,2012-04-10,81
CS5254,2012-01-29,94
CS2896,2012-11-11,93
CS1415,2014-01-21,58
CS4974,2014-03-05,54
CS3231,2012-06-18,50
CS2917,2013-11-22,64
CS5448,2012-10-29,73
CS2937,2014-12-23,102
CS6001,2014-06-28,70
CS2442,2015-02-12,76
CS5396,2012-06-25,42
CS2776,2013-04-19,53
CS3958,2012-04-10,103
CS5113,2015-02-12,57
CS1617,2012-09-11,50
CS2655,2014-04-21,40
CS2668,2013-08-05,84
CS4156,2013-04-26,105
CS1586,2014-08-20,41
CS1591,2014-10-13,79
CS4394,2012-04-22,39
CS5450,2012-11-05,74
CS1568,2014-12-15,41
CS4140,2014-06-09,78
CS5631,2013-12-10,41
CS1115,2013-06-27,85
CS2050,2011-09-20,46
CS4705,2011-10-05,57
CS5021,2014-05-01,36
CS4083,2014-10-03,72
CS3806,2013-05-22,98
CS4458,2014-12-16,96
CS4582,2014-07-07,84
CS3986,2013-05-01,46
CS3730,2014-12-05,101
CS3512,2012-05-28,46
CS3580,2011-10-04,78
CS5302,2012-08-12,88
CS5904,2011-12-21,61
CS1353,2012-03-11,96
CS2999,2013-07-04,73
CS2696,2014-06-21,86
CS5922,2014-10-31,104
CS4179,2012-11-04,71
CS1676,2014-01-13,46
CS4993,2013-04-13,71
CS3475,2012-06-23,59
CS4863,2013-12-10,62
CS1645,2013-02-13,69
CS5784,2012-05-24,79
CS3397,2011-11-27,76
CS3296,2011-07-11,46
CS1921,2012-08-20,94
CS4843,2013-05-13,66
CS5240,2012-10-24,40
CS2268,2011-07-28,99
CS3942,2014-12-27,65
CS4755,2012-03-06,95
CS5937,2014-12-14,43
CS5502,2011-11-05,44
CS5466,2013-07-06,101
CS2159,2014-04-05,89
CS1389,2013-01-10,86
CS4206,2012-08-13,77
CS3683,2013-11-11,92
CS4570,2013-03-25,60
CS3138,2013-02-26,91
CS4741,2013-06-14,101
CS5382,2011-08-07,40
CS3315,2011-10-08,50
CS4488,2011-11-30,96
CS1763,2011-05-25,58
CS3962,2014-07-18,95
CS5395,2014-05-17,62
CS4167,2011-06-02,62
CS3454,2011-05-27,36
CS1981,2013-04-13,42
CS1682,2013-10-11,49
CS3096,2013-12-24,80
CS4406,2011-12-01,54
CS4372,2014-01-15,38
CS1988,2014-07-22,70
CS3793,2012-01-22,52
CS5046,2011-07-22,101
CS2440,2011-10-12,86
CS2186,2012-12-23,94
CS4792,2012-02-04,69
CS5752,2014-12-28,60
CS2399,2011-07-01,77
CS3667,2012-12-30,52
CS3121,2014-10-15,63
CS5773,2013-11-30,83
CS3807,2014-03-17,52
CS3495,2012-04-20,87
CS3547,2015-01-03,77
CS3755,2012-11-03,37
CS1642,2012-07-18,78
CS4754,2014-08-24,47
CS3563,2012-12-11,65
CS2925,2012-11-30,62
CS2904,2014-12-22,82
CS5361,2014-09-09,63
CS3431,2011-06-21,105
CS5731,2013-03-27,53
CS1347,2012-12-18,40
CS1339,2015-01-16,95
CS3161,2012-03-27,62
CS4753,2011-11-24,87
CS1348,2014-08-25,52
CS1580,2013-08-15,58
CS5023,2013-03-03,80
CS4918,2014-03-12,61
CS5699,2015-01-23,102
CS5030,2012-02-03,49
CS4903,2014-11-11,77
CS5173,2012-01-13,41
CS1933,2014-03-23,79
CS4254,2014-01-20,76
CS3623,2014-03-24,72
CS4066,2012-07-08,104
CS2456,2013-05-22,92
CS2920,2014-11-11,48
CS5710,2013-02-05,90
CS4333,2013-08-07,43
CS1158,2012-10-01,68
CS2946,2013-09-29,46
CS1964,2013-07-30,36
CS5625,2012-06-04,55
CS5335,2012-01-25,90
CS4407,2014-05-16,63
CS1244,2012-06-23,73
CS3697,2014-12-28,105
CS1255,2012-04-28,67
CS1433,2015-01-15,78
CS1120,2013-06-28,45
CS2278,2012-03-08,35
CS2057,2011-12-26,76
CS3733,2013-02-27,57
CS3678,2014-08-17,75
CS2715,2012-02-01,70
CS2644,2013-01-10,47
CS3932,2014-03-09,67
CS1225,2012-11-18,94
CS4590,2012-12-21,44
CS2262,2013-11-20,39
CS2617,2012-10-29,41
CS4853,2011-06-23,87
CS5254,2013-03-15,61
CS1931,2013-12-05,93
CS3167,2012-12-16,101
CS3373,2015-02-16,57
CS1661,2012-02-07,74
CS4389,2011-11-04,61
CS3485,2012-09-02,87
CS3633,2013-07-07,63
CS1222,2015-01-02,78
CS2334,2013-03-08,101
CS5150,2013-04-14,96
CS1184,2011-07-16,43
CS4353,2012-11-26,55
CS5312,2013-11-04,87
CS1433,2013-06-08,97
CS1477,2012-09-27,57
CS4954,2013-10-08,43
CS1803,2013-01-14,46
CS1740,2014-05-18,64
CS5644,2013-11-23,104
CS1293,2011-05-27,73
CS1366,2015-02-09,73
CS1872,2012-05-25,77
CS2400,2013-12-25,85
CS3966,2013-04-13,87
CS4877,2012-10-18,91
CS5381,2012-07-02,82
CS2100,2011-09-15,55
CS1892,2011-06-15,104
CS1741,2011-05-26,59
CS4487,2014-05-30,56
CS5323,2011-12-25,35
CS4155,2013-09-19,49
CS3995,2011-10-06,53
CS3541,2014-10-05,92
CS2704,2011-08-31,80
CS4622,2014-09-22,96
CS4664,2012-04-28,58
CS5301,2014-05-27,63
CS1643,2013-02-11,88
CS1326,2013-12-27,99
CS4062,2012-11-23,70
CS1346,2013-11-22,76
CS3744,2014-12-27,37
CS2069,2014-02-24,82
CS4247,2014-02-06,62
CS2215,2014-11-12,52
CS4424,2013-03-11,56
CS4818,2014-02-24,99
CS2999,2012-06-28,35
CS3681,2014-10-20,72
CS2819,2012-04-13,77
CS2975,2011-06-09,68
CS2285,2012-06-24,63
CS4111,2014-01-16,101
CS1274,2014-09-07,60
CS5289,2014-10-29,52
CS6066,2012-07-27,64
CS3006,2013-03-19,74
CS4732,2013-01-30,96
CS3685,2013-12-13,99
CS4675,2012-01-18,61
CS1458,2015-02-13,63
CS3910,2014-03-29,63
CS4230,2014-05-05,47
CS2568,2012-06-07,60
CS2869,2014-07-27,59
CS1456,2012-09-26,72
CS5083,2012-09-17,93
CS5358,2011-12-19,71
CS3326,2015-01-05,89
CS2390,2012-05-24,59
CS5323,2013-07-13,86
CS2548,2011-11-06,90
CS4122,2011-12-31,74
CS2215,2014-10-10,40
CS4931,2011-07-16,101
CS5903,2012-12-16,56
CS4643,2012-01-03,97
CS5172,2012-08-01,59
CS3426,2013-08-28,81
CS3774,2012-10-14,74
CS1727,2014-07-02,55
CS5862,2013-03-29,45
CS5685,2015-01-23,48
CS5223,2013-08-11,50
CS5752,2013-10-16,101
CS3852,2012-03-29,43
CS5801,2011-07-15,74
CS3824,2013-06-30,54
CS6027,2012-11-06,103
CS1230,2012-02-09,54
CS2293,2012-04-01,37
CS2517,2011-06-05,85
CS3159,2012-03-08,78
CS5501,2014-04-11,94
CS5765,2012-09-13,77
CS3531,2012-06-21,76
CS5999,2013-04-27,93
CS1757,2011-12-09,52
CS4754,2013-09-01,86
CS3860,2013-08-12,73
CS2133,2014-12-20,57
CS3488,2011-11-17,49
CS4949,2012-03-19,73
CS5310,2014-11-13,63
CS3613,2011-12-02,101
CS4694,2013-04-05,76
CS4483,2013-01-05,83
CS3833,2011-05-24,66
CS3294,2013-09-19,100
CS4444,2015-01-30,36
CS3519,2013-08-06,105
CS3579,2011-10-16,62
CS3928,2011-12-09,63
CS2143,2014-10-21,69
CS3884,2013-05-16,96
CS4300,2014-08-14,89
CS3841,2014-07-08,47
CS5907,2014-01-03,71
CS5682,2012-11-24,58
CS4293,2015-02-16,65
CS3380,2014-11-24,103
CS4245,2012-12-26,64
CS5596,2012-10-10,54
CS2893,2012-04-20,79
CS5700,2012-12-13,51
CS6001,2012-10-31,76
CS2642,2012-05-08,80
CS1809,2012-04-23,95
CS4759,2012-12-02,82
CS1279,2015-01-28,81
CS1426,2013-10-27,85
CS3408,2011-10-11,51
CS3980,2012-01-28,38
CS3470,2012-01-02,92
CS1381,2012-01-13,68
CS2974,2011-08-11,47
CS2037,2014-01-27,100
CS3099,2014-02-05,96
CS2289,2014-06-17,92
CS3141,2012-07-02,40
CS4720,2011-12-13,65
CS5413,2011-05-23,53
CS2867,2013-10-16,38
CS2013,2014-03-20,77
CS3949,2015-01-20,105
CS2701,2013-11-04,84
CS2042,2012-12-08,75
CS4618,2015-01-17,41
CS2862,2013-09-12,66
CS1447,2013-04-11,91
CS2709,2013-03-17,105
CS4959,2012-08-07,88
CS1773,2014-03-29,86
CS2945,2012-01-12,75
CS5145,2012-01-29,41
CS2373,2012-03-22,53
CS3172,2012-07-18,56
CS3250,2013-03-06,60
CS2369,2014-08-07,61
CS5025,2013-05-28,72
CS3957,2015-02-12,50
CS2964,2012-06-04,39
CS2414,2014-11-16,81
CS3145,2014-10-29,58
CS1794,2013-03-02,92
CS4618,2013-05-03,57
CS5948,2015-01-18,93
CS1711,2011-10-12,86
CS1390,2012-01-10,61
CS4330,2013-02-15,39
CS5818,2011-10-17,41
CS2792,2011-06-09,59
CS3691,2011-06-15,63
CS4919,2011-10-11,75
CS5675,2014-04-22,56
CS3203,2011-07-22,47
CS4724,2013-05-01,95
CS5895,2012-01-12,62
CS3213,2012-10-26,68
CS5837,2014-07-30,70
CS4713,2012-04-28,72
CS3480,2012-09-24,54
CS4596,2012-01-25,66
CS3402,2013-06-10,103
CS1776,2011-05-17,90
CS1235,2013-04-29,90
CS2935,2014-03-25,89
CS4516,2012-04-01,67
CS5329,2012-08-23,88
CS5900,2012-02-09,66
CS5394,2015-02-10,67
CS3147,2012-02-02,40
CS6082,2011-09-06,55
CS3928,2013-11-25,87
CS2332,2013-11-05,49
CS3524,2014-09-06,42
CS6093,2014-07-27,66
CS4183,2014-02-10,55
CS2914,2012-09-03,73
CS2212,2013-02-09,67
CS3469,2013-09-11,93
CS4228,2012-07-27,40
CS3475,2015-01-04,105
CS5112,2011-11-10,53
CS1114,2011-07-14,77
CS5034,2013-02-10,92
CS5957,2014-08-12,40
CS3335,2013-04-29,98
CS1844,2013-03-09,44
CS1587,2015-02-07,86
CS5478,2014-04-26,39
CS1606,2013-03-22,60
CS2215,2012-05-02,71
CS5028,2012-09-10,100
CS3604,2014-09-21,42
CS2743,2012-05-26,71
CS4023,2012-09-21,79
CS1629,2012-03-28,80
CS3839,2013-10-17,60
CS5929,2013-12-31,96
CS2858,2013-08-26,73
CS3101,2015-03-09,75
CS1270,2013-08-23,68
CS2568,2013-03-17,105
CS3392,2011-08-11,64
CS5915,2013-07-07,53
CS4097,2012-04-28,101
CS5028,2014-12-06,35
CS1674,2013-11-20,62
CS2195,2011-06-02,67
CS4807,2012-02-18,99
