customer_id,recency,frequency,monetary,response
CS2116,32,27,1744,0
CS2117,25,30,2020,0
CS2118,225,16,1079,0
CS2119,66,24,1775,0
CS2120,156,15,948,0
CS2121,31,18,1205,0
CS2122,21,23,1648,0
CS2123,102,21,1547,0
CS2124,320,15,1027,0
CS2125,128,19,1368,0
CS2126,31,15,1093,0
CS2127,11,29,2072,0
CS2128,39,27,1766,0
CS2129,16,21,1395,0
CS2130,49,26,1853,1
CS2131,185,12,885,0
CS2132,99,14,973,1
CS2133,74,14,902,0
CS2134,68,19,1238,0
CS2135,16,27,2036,0
CS2136,59,13,861,0
CS2137,3,25,1686,0
CS2138,49,23,1710,0
CS2139,42,21,1608,0
CS2140,73,27,1978,0
CS2141,0,17,1080,0
CS2142,32,23,1733,0
CS2143,30,15,1187,0
CS2144,221,10,597,0
CS2145,10,20,1379,0
CS2146,76,22,1433,0
CS2147,20,14,853,0
CS2148,74,22,1495,1
CS2149,16,23,1586,0
CS2150,200,18,1089,0
CS2151,25,16,1153,0
CS2152,47,13,928,0
CS2153,12,21,1550,0
CS2154,189,18,1279,0
CS2155,72,16,1087,0
CS2156,6,15,941,0
CS2157,8,18,1449,0
CS2158,188,18,1305,0
CS2159,26,19,1223,0
CS2160,66,11,614,0
CS2161,27,18,1182,1
CS2162,60,18,1263,0
CS2163,193,14,924,1
CS2164,265,17,1184,0
CS2165,126,14,914,0
CS2166,173,19,1351,0
CS2167,56,24,1739,0
CS2168,46,19,1370,0
CS2169,48,8,626,0
CS2170,68,19,1425,0
CS2171,81,16,1071,0
CS2172,29,20,1490,0
CS2173,207,18,1143,0
CS2174,42,23,1735,0
CS2175,100,23,1611,1
CS2176,78,21,1425,0
CS2177,0,19,1321,1
CS2178,5,26,1854,0
CS2179,81,30,1991,0
CS2180,23,23,1685,0
CS2181,85,15,1159,0
CS2182,72,26,1883,1
CS2183,59,13,855,0
CS2184,14,20,1259,0
CS2185,158,15,988,0
CS2186,4,20,1437,0
CS2187,55,24,1856,0
CS2188,1,19,1128,0
CS2189,63,21,1514,0
CS2190,119,23,1621,1
CS2191,33,22,1466,0
CS2192,152,14,1086,0
CS2193,21,16,1138,0
CS2194,35,24,1803,0
CS2195,13,24,1758,0
CS2196,64,14,1156,0
CS2197,117,21,1496,0
CS2198,81,24,1685,0
CS2199,72,28,1720,0
CS2200,35,19,1330,0
CS2201,11,18,1248,0
CS2202,44,26,1743,0
CS2203,3,16,1016,0
CS2204,32,18,1292,0
CS2205,59,28,1843,0
CS2206,16,18,1291,0
CS2207,22,26,1818,0
CS2208,42,28,1782,0
CS2209,138,15,949,0
CS2210,96,20,1415,0
CS2211,160,11,834,0
CS2212,115,17,1152,0
CS2213,1,24,1540,0
CS2214,68,21,1440,0
CS2215,29,25,1865,0
CS2216,200,22,1486,1
CS2217,20,17,1290,0
CS2218,21,17,1157,0
CS2219,30,17,1038,0
CS2220,31,27,1970,0
CS2221,54,18,1183,0
CS2222,56,14,949,0
CS2223,3,27,1868,0
CS2224,85,14,1073,0
CS2225,87,20,1411,0
CS2226,7,17,1270,0
CS2227,27,21,1288,1
CS2228,10,19,1315,0
CS2229,21,23,1810,1
CS2230,57,24,1600,0
CS2231,56,18,1389,0
CS2232,196,22,1243,0
CS2233,15,23,1847,0
CS2234,85,10,808,0
CS2235,31,17,1228,0
CS2236,36,25,1547,0
CS2237,26,26,1882,0
CS2238,0,15,1156,0
CS2239,258,19,1197,0
CS2240,114,13,973,0
CS2241,2,21,1540,0
CS2242,103,17,1236,0
CS2243,21,14,969,0
CS2244,38,21,1587,1
CS2245,21,20,1406,0
CS2246,7,23,1710,0
CS2247,7,17,1138,1
CS2248,60,16,1092,0
CS2249,53,23,1635,0
CS2250,9,18,1318,0
CS2251,13,25,1745,0
CS2252,34,31,2120,0
CS2253,56,17,1262,0
CS2254,101,21,1331,1
CS2255,9,17,1222,0
CS2256,35,19,1337,0
CS2257,79,23,1757,0
CS2258,165,18,1244,1
CS2259,28,17,1245,1
CS2260,41,18,1126,0
CS2261,248,18,1183,0
CS2262,114,18,1334,0
CS2263,39,27,2019,0
CS2264,42,21,1627,0
CS2265,64,15,910,0
CS2266,21,16,1043,0
CS2267,64,17,1267,1
CS2268,68,19,1470,0
CS2269,6,26,1623,0
CS2270,134,15,1121,0
CS2271,7,23,1619,0
CS2272,41,17,1144,0
CS2273,70,25,1935,0
CS2274,22,18,1124,0
CS2275,30,15,1063,0
CS2276,159,14,1071,1
CS2277,253,24,1682,0
CS2278,209,14,826,0
CS2279,38,22,1546,0
CS2280,81,24,1569,0
CS2281,392,19,1498,0
CS2282,66,21,1452,0
CS2283,15,22,1552,0
CS2284,105,29,2179,0
CS2285,7,29,2022,0
CS2286,383,15,1088,1
CS2287,41,17,1170,0
CS2288,35,19,1254,1
CS2289,159,20,1311,0
CS2290,3,26,1823,0
CS2291,3,20,1424,0
CS2292,131,23,1582,1
CS2293,45,22,1513,0
CS2294,12,22,1615,0
CS2295,136,21,1450,0
CS2296,31,25,1876,0
CS2297,73,19,1447,0
CS2298,39,21,1568,1
CS2299,71,29,1982,0
CS2300,83,23,1648,0
CS2301,106,14,968,0
CS2302,82,23,1585,0
CS2303,55,24,1673,0
CS2304,10,16,1214,0
CS2305,20,24,1717,0
CS2306,54,21,1454,0
CS2307,448,16,1207,0
CS2308,76,22,1542,0
CS2309,46,22,1472,0
CS2310,28,28,2035,0
CS2311,72,18,1321,1
CS2312,109,26,1769,0
CS2313,10,22,1507,0
CS2314,54,16,982,0
CS2315,179,16,1022,0
CS2316,3,33,2330,0
CS2317,12,21,1403,0
CS2318,114,17,1305,1
CS2319,107,18,1253,0
CS2320,51,19,1379,0
CS2321,203,20,1560,0
CS2322,34,18,1360,0
CS2323,32,22,1661,0
CS2324,29,13,898,0
CS2325,64,18,1222,0
CS2326,23,11,681,0
CS2327,20,26,1841,0
CS2328,24,27,1868,0
CS2329,104,21,1531,0
CS2330,150,19,1458,0
CS2331,9,26,1831,1
CS2332,287,16,909,0
CS2333,14,24,1822,0
CS2334,76,17,1202,0
CS2335,233,18,1112,0
CS2336,22,22,1678,0
CS2337,5,21,1454,0
CS2338,0,27,2073,0
CS2339,68,13,862,0
CS2340,51,21,1487,0
CS2341,26,24,1668,1
CS2342,61,17,1165,0
CS2343,100,18,1330,0
CS2344,58,23,1660,0
CS2345,8,29,2051,0
CS2346,40,28,1817,0
CS2347,4,18,1267,0
CS2348,142,25,1598,0
CS2349,25,20,1421,0
CS2350,18,23,1584,1
CS2351,64,23,1679,0
CS2352,161,20,1539,1
CS2353,112,16,1114,0
CS2354,12,23,1682,0
CS2355,129,20,1458,0
CS2356,197,20,1335,0
CS2357,1,24,1753,0
CS2358,238,15,1105,0
CS2359,32,24,1770,1
CS2360,38,13,881,0
CS2361,90,30,2193,0
CS2362,65,21,1505,1
CS2363,18,24,1550,0
CS2364,22,25,1866,0
CS2365,77,15,994,0
CS2366,16,18,1156,0
CS2367,81,19,1208,0
CS2368,7,27,1859,0
CS2369,47,24,1736,0
CS2370,10,21,1420,0
CS2371,52,22,1455,0
CS2372,20,22,1569,0
CS2373,154,26,1728,0
CS2374,141,20,1340,1
CS2375,32,21,1627,0
CS2376,207,10,656,0
CS2377,63,24,1763,0
CS2378,34,25,1680,0
CS2379,47,16,1225,0
CS2380,105,9,717,0
CS2381,47,19,1292,0
CS2382,123,17,1247,0
CS2383,32,20,1227,0
CS2384,44,21,1323,0
CS2385,66,18,1299,1
CS2386,107,21,1552,1
CS2387,158,24,1758,0
CS2388,31,21,1445,0
CS2389,49,20,1613,1
CS2390,204,10,736,0
CS2391,28,25,1768,0
CS2392,151,18,1288,0
CS2393,16,20,1283,0
CS2394,55,18,1378,0
CS2395,160,22,1498,0
CS2396,43,11,796,0
CS2397,69,23,1513,0
CS2398,72,18,1338,0
CS2399,48,25,1777,0
CS2400,48,16,1082,0
CS2401,22,15,1010,0
CS2402,83,13,1063,0
CS2403,85,24,1640,1
CS2404,92,23,1641,1
CS2405,68,12,834,0
CS2406,150,15,1052,0
CS2407,28,25,1732,1
CS2408,10,11,687,0
CS2409,210,15,989,0
CS2410,133,13,847,0
CS2411,154,21,1527,0
CS2412,28,16,1084,0
CS2413,44,15,1074,0
CS2414,66,19,1492,1
CS2415,41,25,1821,0
CS2416,5,20,1353,0
CS2417,61,18,1235,0
CS2418,43,15,951,0
CS2419,62,22,1676,0
CS2420,110,22,1470,0
CS2421,106,28,2054,0
CS2422,64,20,1435,0
CS2423,5,20,1333,0
CS2424,30,20,1536,0
CS2425,10,23,1647,0
CS2426,6,18,1288,0
CS2427,1,15,1122,0
CS2428,209,20,1446,0
CS2429,136,25,1816,0
CS2430,43,27,1756,0
CS2431,128,14,981,0
CS2432,31,19,1493,0
CS2433,69,30,1928,0
CS2434,39,26,1746,1
CS2435,181,16,1056,0
CS2436,20,22,1607,0
CS2437,57,21,1611,0
CS2438,31,22,1423,1
CS2439,31,23,1618,0
CS2440,151,11,809,0
CS2441,26,23,1513,1
CS2442,32,28,1869,0
CS2443,10,19,1246,0
CS2444,13,15,938,0
CS2445,3,19,1135,0
CS2446,215,10,701,0
CS2447,215,17,1329,0
CS2448,25,21,1373,0
CS2449,44,16,1166,0
CS2450,9,16,1238,0
CS2451,20,16,1169,0
CS2452,100,20,1291,0
CS2453,114,19,1374,0
CS2454,41,23,1643,0
CS2455,31,24,1520,1
CS2456,13,17,1219,0
CS2457,119,24,1572,1
CS2458,49,16,1038,0
CS2459,103,27,1968,1
CS2460,149,23,1527,0
CS2461,71,22,1355,0
CS2462,109,20,1431,0
CS2463,13,17,1131,0
CS2464,58,18,1243,0
CS2465,22,20,1456,0
CS2466,21,16,1030,0
CS2467,40,13,814,0
CS2468,17,25,1892,0
CS2469,30,20,1322,0
CS2470,77,15,1216,0
CS2471,131,18,1218,0
CS2472,52,19,1231,0
CS2473,16,19,1429,0
CS2474,116,17,1070,0
CS2475,8,16,989,0
CS2476,53,22,1676,0
CS2477,6,15,969,0
CS2478,142,17,1164,0
CS2479,38,10,747,0
CS2480,99,19,1296,0
CS2481,110,15,906,0
CS2482,107,31,2098,0
CS2483,106,15,1136,0
CS2484,107,17,1142,0
CS2485,31,21,1517,1
CS2486,77,20,1418,0
CS2487,0,25,1727,0
CS2488,87,19,1318,0
CS2489,186,19,1228,1
CS2490,45,22,1561,0
CS2491,45,19,1282,0
CS2492,94,17,1211,0
CS2493,1,28,1817,0
CS2494,1,21,1678,0
CS2495,33,17,1067,0
CS2496,31,23,1573,0
CS2497,295,17,1069,0
CS2498,29,14,896,0
CS2499,14,21,1515,0
CS2500,168,17,1103,0
CS2501,27,23,1600,1
CS2502,98,24,1871,0
CS2503,168,15,1001,0
CS2504,53,11,927,0
CS2505,118,16,1106,0
CS2506,55,20,1505,0
CS2507,212,23,1721,0
CS2508,43,29,2049,0
CS2509,356,13,981,0
CS2510,75,20,1300,1
CS2511,45,18,1291,0
CS2512,53,25,1877,0
CS2513,123,22,1619,0
CS2514,10,21,1405,0
CS2515,28,22,1517,1
CS2516,29,17,1258,0
CS2517,69,15,918,0
CS2518,6,21,1293,0
CS2519,8,25,1934,0
CS2520,16,22,1524,0
CS2521,44,21,1401,0
CS2522,161,19,1373,0
CS2523,93,17,1150,0
CS2524,8,16,1164,0
CS2525,59,20,1435,1
CS2526,31,14,1014,0
CS2527,28,23,1654,0
CS2528,146,17,1132,0
CS2529,35,19,1564,0
CS2530,2,19,1122,0
CS2531,122,26,1770,0
CS2532,47,14,1106,0
CS2533,10,24,1609,0
CS2534,112,19,1391,0
CS2535,71,18,1355,0
CS2536,24,25,1886,0
CS2537,30,17,1095,0
CS2538,17,22,1477,0
CS2539,75,18,1259,0
CS2540,196,20,1352,0
CS2541,156,28,1968,1
CS2542,65,17,1283,0
CS2543,54,22,1596,0
CS2544,71,22,1490,0
CS2545,57,24,1828,0
CS2546,36,24,1588,0
CS2547,24,19,1342,0
CS2548,163,24,1661,1
CS2549,71,17,1213,0
CS2550,10,12,742,0
CS2551,23,22,1670,1
CS2552,19,27,1827,0
CS2553,156,17,1200,0
CS2554,55,12,851,0
CS2555,0,18,1146,0
CS2556,13,19,1464,1
CS2557,5,16,1193,0
CS2558,120,19,1305,1
CS2559,388,10,774,0
CS2560,125,16,1012,0
CS2561,48,19,1237,0
CS2562,11,13,999,0
CS2563,1,17,1055,0
CS2564,56,16,1114,0
CS2565,54,22,1461,0
CS2566,118,17,1243,0
CS2567,1,17,1156,0
CS2568,5,28,1901,0
CS2569,10,24,1773,0
CS2570,133,10,754,0
CS2571,40,21,1590,0
CS2572,65,15,1101,0
CS2573,196,18,1218,0
CS2574,33,15,990,0
CS2575,64,24,1859,1
CS2576,392,12,916,0
CS2577,8,18,1303,0
CS2578,36,25,1701,1
CS2579,8,30,2006,0
CS2580,29,20,1187,0
CS2581,54,14,1075,0
CS2582,26,29,1861,0
CS2583,51,15,987,0
CS2584,62,25,1814,0
CS2585,0,21,1484,0
CS2586,36,16,1061,0
CS2587,22,12,747,0
CS2588,95,23,1561,1
CS2589,52,20,1442,0
CS2590,23,22,1437,0
CS2591,50,22,1609,0
CS2592,39,20,1519,0
CS2593,16,14,1199,0
CS2594,2,20,1420,0
CS2595,17,23,1516,1
CS2596,84,12,923,0
CS2597,65,21,1474,0
CS2598,80,18,1244,0
CS2599,30,28,1974,0
CS2600,21,25,1768,0
CS2601,19,25,1840,1
CS2602,121,20,1484,0
CS2603,36,17,1206,1
CS2604,48,22,1426,0
CS2605,87,18,1182,0
CS2606,21,17,1211,0
CS2607,9,13,783,0
CS2608,62,16,993,0
CS2609,49,15,1156,0
CS2610,59,22,1649,0
CS2611,48,21,1623,0
CS2612,79,21,1510,0
CS2613,26,22,1537,0
CS2614,37,18,1180,0
CS2615,24,30,2090,0
CS2616,0,9,569,0
CS2617,157,17,1157,0
CS2618,200,18,1305,0
CS2619,66,21,1387,0
CS2620,142,35,2360,0
CS2621,69,23,1540,0
CS2622,32,21,1664,0
CS2623,15,23,1629,0
CS2624,37,27,1919,1
CS2625,121,25,1762,0
CS2626,172,12,926,0
CS2627,19,21,1524,0
CS2628,32,29,2135,1
CS2629,102,12,828,0
CS2630,114,17,1234,0
CS2631,1,13,972,0
CS2632,131,18,1164,0
CS2633,110,19,1371,0
CS2634,141,19,1423,0
CS2635,54,23,1438,0
CS2636,6,16,1164,0
CS2637,58,26,1902,0
CS2638,5,25,1690,0
CS2639,43,26,1797,0
CS2640,47,18,1296,0
CS2641,82,19,1227,1
CS2642,232,17,1180,0
CS2643,166,22,1644,0
CS2644,25,20,1507,0
CS2645,22,14,858,0
CS2646,25,17,1019,0
CS2647,3,23,1830,0
CS2648,25,25,1610,0
CS2649,106,21,1460,1
CS2650,243,15,1149,0
CS2651,69,22,1712,0
CS2652,108,20,1440,1
CS2653,92,22,1454,1
CS2654,56,16,952,0
CS2655,31,27,1896,0
CS2656,45,24,1729,0
CS2657,40,29,2286,0
CS2658,27,24,1816,0
CS2659,17,20,1429,0
CS2660,36,15,844,0
CS2661,120,26,1874,1
CS2662,17,26,1735,0
CS2663,7,24,1788,0
CS2664,62,23,1512,0
CS2665,23,19,1273,0
CS2666,123,18,1321,0
CS2667,29,14,993,0
CS2668,78,19,1427,0
CS2669,57,30,1953,0
CS2670,6,20,1398,0
CS2671,39,20,1554,0
CS2672,6,20,1530,0
CS2673,1,15,1112,0
CS2674,117,12,854,0
CS2675,85,17,1411,0
CS2676,89,24,1693,0
CS2677,151,14,1025,1
CS2678,111,13,978,0
CS2679,81,29,1986,0
CS2680,67,16,986,0
CS2681,40,21,1305,0
CS2682,14,29,2045,1
CS2683,45,25,1665,0
CS2684,85,15,1184,1
CS2685,8,20,1474,0
CS2686,32,22,1399,0
CS2687,9,28,1731,0
CS2688,42,22,1452,0
CS2689,27,13,992,0
CS2690,28,21,1560,0
CS2691,292,16,1121,1
CS2692,29,28,1913,0
CS2693,46,21,1655,0
CS2694,183,19,1269,0
CS2695,100,23,1538,0
CS2696,105,18,1292,0
CS2697,3,16,1060,0
CS2698,6,12,671,0
CS2699,74,19,1280,0
CS2700,37,26,1874,1
CS2701,31,18,1101,0
CS2702,61,29,2090,0
CS2703,11,25,1615,1
CS2704,41,20,1462,0
CS2705,96,17,1268,0
CS2706,114,20,1434,1
CS2707,2,21,1498,0
CS2708,15,23,1546,1
CS2709,9,13,936,0
CS2710,7,22,1635,0
CS2711,187,18,1302,0
CS2712,6,20,1366,0
CS2713,25,20,1329,0
CS2714,37,13,871,0
CS2715,1,20,1369,1
CS2716,54,16,1335,0
CS2717,178,12,827,0
CS2718,133,11,751,0
CS2719,199,25,1667,1
CS2720,116,21,1294,0
CS2721,24,23,1722,0
CS2722,49,21,1431,0
CS2723,41,21,1446,0
CS2724,258,14,1166,0
CS2725,166,21,1395,0
CS2726,22,20,1421,0
CS2727,38,25,1698,0
CS2728,87,20,1488,0
CS2729,76,21,1401,0
CS2730,349,16,1186,0
CS2731,16,22,1736,0
CS2732,33,18,1362,0
CS2733,41,24,1725,0
CS2734,73,19,1242,0
CS2735,3,26,1813,0
CS2736,14,25,1733,0
CS2737,28,20,1317,0
CS2738,113,25,1799,0
CS2739,104,27,1962,0
CS2740,197,14,1048,0
CS2741,8,23,1528,1
CS2742,100,24,1565,0
CS2743,125,20,1295,0
CS2744,38,18,1174,0
CS2745,27,24,1525,0
CS2746,4,15,1023,0
CS2747,69,18,1284,0
CS2748,108,23,1537,1
CS2749,27,18,1225,0
CS2750,22,17,1067,0
CS2751,41,22,1571,0
CS2752,113,18,1100,0
CS2753,22,18,1256,0
CS2754,69,22,1638,0
CS2755,19,30,1983,1
CS2756,127,23,1450,0
CS2757,54,22,1526,0
CS2758,15,15,957,0
CS2759,68,18,1315,0
CS2760,38,15,1091,0
CS2761,34,17,1214,0
CS2762,216,12,755,0
CS2763,0,11,839,0
CS2764,56,13,990,0
CS2765,12,24,1639,0
CS2766,10,27,1706,0
CS2767,1,18,1323,0
CS2768,46,18,1306,0
CS2769,13,30,2202,0
CS2770,2,25,1707,0
CS2771,70,25,1671,0
CS2772,271,17,1208,0
CS2773,11,22,1474,0
CS2774,64,11,763,0
CS2775,17,22,1600,0
CS2776,32,28,2099,0
CS2777,233,20,1457,0
CS2778,86,16,1157,1
CS2779,67,14,934,0
CS2780,30,18,1303,0
CS2781,25,16,1098,0
CS2782,76,21,1585,1
CS2783,32,29,2060,0
CS2784,86,24,1750,0
CS2785,37,23,1702,0
CS2786,24,29,2034,0
CS2787,10,23,1641,0
CS2788,54,19,1218,0
CS2789,50,26,2003,0
CS2790,121,19,1496,0
CS2791,14,19,1381,0
CS2792,7,21,1557,0
CS2793,50,22,1668,0
CS2794,4,23,1789,0
CS2795,18,22,1609,0
CS2796,2,18,1279,0
CS2797,206,20,1352,1
CS2798,77,21,1535,0
CS2799,7,17,1102,0
CS2800,71,16,1063,0
CS2801,42,18,1148,0
CS2802,29,20,1347,0
CS2803,127,15,1034,0
CS2804,26,22,1530,0
CS2805,33,18,1104,0
CS2806,147,11,762,0
CS2807,61,19,1316,0
CS2808,168,24,1509,1
CS2809,13,24,1594,1
CS2810,89,15,1082,0
CS2811,143,17,1110,0
CS2812,20,16,1134,0
CS2813,75,23,1593,0
CS2814,23,18,1385,0
CS2815,36,16,1166,0
CS2816,10,21,1401,0
CS2817,67,21,1406,0
CS2818,10,29,2018,0
CS2819,23,20,1338,0
CS2820,150,23,1596,0
CS2821,18,27,1864,0
CS2822,46,15,1131,0
CS2823,18,25,1731,1
CS2824,3,20,1292,1
CS2825,20,14,873,0
CS2826,142,18,1142,0
CS2827,73,21,1455,0
CS2828,48,20,1350,0
CS2829,51,24,1794,0
CS2830,98,28,2070,0
CS2831,46,17,1250,0
CS2832,24,24,1585,0
CS2833,3,18,1299,1
CS2834,27,24,1747,0
CS2835,165,24,1800,0
CS2836,34,18,1297,0
CS2837,20,26,1813,0
CS2838,250,18,1446,1
CS2839,90,19,1295,0
CS2840,42,29,2074,1
CS2841,218,12,792,0
CS2842,19,24,1733,0
CS2843,168,18,1374,0
CS2844,189,11,740,0
CS2845,73,27,1829,0
CS2846,7,19,1283,0
CS2847,96,21,1493,0
CS2848,66,19,1331,0
CS2849,66,21,1301,0
CS2850,26,17,1131,0
CS2851,181,19,1392,0
CS2852,153,16,1151,0
CS2853,41,25,1779,0
CS2854,17,23,1564,1
CS2855,91,19,1346,0
CS2856,59,21,1448,0
CS2857,136,15,1095,0
CS2858,49,23,1555,0
CS2859,17,13,792,0
CS2860,172,21,1356,0
CS2861,10,14,1082,0
CS2862,23,24,1734,0
CS2863,133,25,1716,0
CS2864,56,23,1442,0
CS2865,37,25,1868,0
CS2866,17,22,1488,0
CS2867,21,21,1464,1
CS2868,48,20,1507,0
CS2869,27,21,1452,0
CS2870,47,24,1670,0
CS2871,145,29,2124,0
CS2872,1,22,1674,0
CS2873,16,29,2045,0
CS2874,70,14,930,0
CS2875,20,15,1007,0
CS2876,15,21,1369,0
CS2877,1,24,1677,0
CS2878,71,23,1610,1
CS2879,86,15,1028,0
CS2880,79,20,1482,0
CS2881,178,26,1801,0
CS2882,234,11,781,0
CS2883,182,21,1658,0
CS2884,0,21,1399,0
CS2885,30,28,1781,0
CS2886,104,16,897,0
CS2887,34,25,1527,0
CS2888,191,24,1792,0
CS2889,36,22,1536,1
CS2890,68,19,1308,0
CS2891,56,24,1823,1
CS2892,174,17,1181,0
CS2893,5,24,1724,0
CS2894,17,19,1377,0
CS2895,18,21,1304,0
CS2896,48,24,1845,0
CS2897,27,16,1188,0
CS2898,34,21,1336,0
CS2899,14,24,1673,1
CS2900,10,26,1954,0
CS2901,190,19,1259,0
CS2902,109,28,1961,0
CS2903,153,17,1289,1
CS2904,6,25,1869,0
CS2905,86,17,1185,0
CS2906,57,27,1935,1
CS2907,32,29,2039,0
CS2908,65,16,1061,0
CS2909,32,19,1412,0
CS2910,11,23,1345,0
CS2911,34,21,1511,0
CS2912,85,20,1361,0
CS2913,214,21,1490,1
CS2914,87,26,1792,1
CS2915,85,24,1749,0
CS2916,63,21,1514,1
CS2917,1,20,1474,0
CS2918,9,24,1741,0
CS2919,20,18,1313,0
CS2920,7,21,1419,0
CS2921,53,16,1044,1
CS2922,5,15,977,0
CS2923,195,13,966,0
CS2924,5,21,1459,0
CS2925,2,14,997,0
CS2926,25,14,986,0
CS2927,13,25,1581,0
CS2928,140,17,1243,0
CS2929,0,22,1449,0
CS2930,48,26,1955,0
CS2931,5,21,1550,1
CS2932,111,18,1228,0
CS2933,160,13,900,0
CS2934,17,17,1227,0
CS2935,10,21,1388,0
CS2936,62,13,813,0
CS2937,14,20,1394,0
CS2938,93,30,2039,0
CS2939,24,17,1227,0
CS2940,87,21,1334,0
CS2941,312,13,1077,0
CS2942,70,17,1246,0
CS2943,10,19,1306,0
CS2944,224,17,1239,0
CS2945,8,26,1911,0
CS2946,11,31,2238,0
CS2947,129,19,1348,0
CS2948,195,17,1199,0
CS2949,101,24,1581,0
CS2950,47,16,1072,0
CS2951,197,32,2382,1
CS2952,43,25,1691,1
CS2953,53,17,1093,0
CS2954,48,17,1404,0
CS2955,29,17,1191,0
CS2956,6,29,2050,1
CS2957,63,19,1251,0
CS2958,106,13,778,0
CS2959,14,16,1124,0
CS2960,35,16,1178,0
CS2961,53,30,2183,0
CS2962,0,23,1639,0
CS2963,81,16,1109,0
CS2964,96,21,1363,0
CS2965,162,13,793,0
CS2966,193,18,1143,0
CS2967,0,21,1425,0
CS2968,52,24,1649,0
CS2969,9,18,1314,0
CS2970,9,21,1496,0
CS2971,188,16,1029,1
CS2972,201,19,1301,0
CS2973,186,19,1317,0
CS2974,81,19,1368,0
CS2975,54,22,1387,0
CS2976,203,14,897,0
CS2977,10,21,1490,0
CS2978,119,20,1470,0
CS2979,2,20,1398,0
CS2980,167,21,1562,0
CS2981,108,18,1369,0
CS2982,82,22,1543,0
CS2983,11,23,1524,0
CS2984,51,29,1955,0
CS2985,226,16,1133,0
CS2986,80,25,1720,0
CS2987,88,20,1508,0
CS2988,18,22,1543,0
CS2989,9,26,1702,0
CS2990,94,27,1765,1
CS2991,7,22,1568,0
CS2992,169,16,1031,1
CS2993,73,16,1190,0
CS2994,42,22,1470,0
CS2995,39,14,794,0
CS2996,97,25,1719,1
CS2997,109,21,1503,0
CS2998,34,21,1456,0
CS2999,149,19,1262,0
CS3000,8,20,1379,0
CS3001,234,15,1193,0
CS3002,43,22,1394,0
CS3003,26,17,1213,0
CS3004,1,24,1939,0
CS3005,64,23,1740,1
CS3006,13,24,1732,0
CS3007,283,16,1127,0
CS3008,31,24,1788,0
CS3009,7,14,895,0
CS3010,0,26,1862,0
CS3011,92,28,1890,0
CS3012,41,24,1688,0
CS3013,7,35,2259,0
CS3014,80,23,1641,1
CS3015,12,24,1601,0
CS3016,325,9,634,0
CS3017,256,19,1424,1
CS3018,288,19,1190,0
CS3019,43,23,1593,0
CS3020,10,23,1486,0
CS3021,73,13,871,0
CS3022,58,21,1469,0
CS3023,71,19,1242,1
CS3024,130,24,1738,0
CS3025,78,13,960,1
CS3026,34,21,1409,0
CS3027,35,19,1345,0
CS3028,14,31,2214,0
CS3029,72,24,1705,0
CS3030,44,23,1579,0
CS3031,25,20,1407,0
CS3032,11,17,1305,0
CS3033,127,14,981,0
CS3034,84,22,1555,0
CS3035,125,20,1365,0
CS3036,28,23,1587,0
CS3037,51,21,1324,0
CS3038,28,17,1283,0
CS3039,24,17,1296,0
CS3040,20,17,1266,0
CS3041,5,22,1397,0
CS3042,34,14,936,0
CS3043,104,17,1154,0
CS3044,4,22,1576,0
CS3045,59,18,1351,0
CS3046,62,22,1631,0
CS3047,68,25,1729,0
CS3048,46,11,693,0
CS3049,14,21,1333,0
CS3050,100,20,1206,0
CS3051,113,19,1375,0
CS3052,40,26,1811,1
CS3053,61,15,1311,0
CS3054,21,14,1028,0
CS3055,61,21,1542,0
CS3056,126,17,1169,0
CS3057,101,13,924,0
CS3058,12,25,1810,0
CS3059,89,18,1349,0
CS3060,108,24,1763,0
CS3061,62,23,1749,0
CS3062,57,21,1546,0
CS3063,105,14,919,0
CS3064,381,22,1425,0
CS3065,129,16,967,0
CS3066,82,19,1273,0
CS3067,17,22,1450,0
CS3068,54,18,1181,0
CS3069,47,22,1487,0
CS3070,50,21,1433,0
CS3071,22,23,1642,0
CS3072,59,18,1154,0
CS3073,31,27,1940,0
CS3074,67,22,1794,0
CS3075,3,19,1261,0
CS3076,23,21,1605,0
CS3077,70,29,1977,0
CS3078,6,17,1021,0
CS3079,133,24,1535,1
CS3080,13,24,1596,0
CS3081,91,21,1472,0
CS3082,79,21,1400,1
CS3083,73,17,1069,0
CS3084,301,12,904,0
CS3085,115,23,1618,0
CS3086,40,23,1561,1
CS3087,79,16,1007,0
CS3088,194,16,1106,0
CS3089,113,14,1050,0
CS3090,80,18,1198,1
CS3091,159,14,881,0
CS3092,84,21,1594,0
CS3093,28,21,1383,0
CS3094,271,15,1121,0
CS3095,132,24,1634,0
CS3096,51,18,1325,0
CS3097,167,19,1296,0
CS3098,204,21,1359,0
CS3099,109,17,1112,0
CS3100,13,18,1437,0
CS3101,7,30,2106,0
CS3102,115,14,1031,0
CS3103,3,16,1006,0
CS3104,156,17,1174,0
CS3105,23,21,1432,1
CS3106,148,18,1270,0
CS3107,29,17,1233,0
CS3108,267,16,1032,0
CS3109,7,20,1402,1
CS3110,121,19,1279,0
CS3111,210,21,1644,0
CS3112,120,20,1225,1
CS3113,118,12,937,0
CS3114,171,18,1173,0
CS3115,20,15,1074,0
CS3116,22,25,1918,1
CS3117,134,23,1562,0
CS3118,14,22,1436,0
CS3119,68,22,1642,0
CS3120,47,12,808,0
CS3121,6,23,1694,0
CS3122,31,23,1519,0
